u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,service,junction,bridge,width,access,ref,tunnel,walkability
5615308306,5615308318,0,587892257,footway,,,,False,False,6.0714522269853655,,,,,,,,0.4072216770445818
5615308316,5615308306,0,587892255,footway,,,,False,True,11.371871253166807,,,,,,,,0.4072079545590743
5615308317,5615308316,0,587892256,footway,,,,False,True,5.705025572768714,,,,,,,,0.40071404479748657
5615363387,5615363388,0,587898292,footway,,,,False,False,13.683861462076385,,,,,,,,0.42263717866085593
5615363442,9423662050,0,587898293,footway,,,,False,False,47.52340656923464,,,,,,,,0.3846192091336424
5615363442,5615363458,0,587898293,footway,,,,False,True,51.561608027737385,,,,,,,,0.396490662607505
5615363458,5615363433,0,587898293,footway,,,,False,True,18.51548833685063,,,,,,,,0.38672806671478127
5615363529,4939334684,0,503662553,footway,,,,False,True,147.58515072863548,,,,,,,,0.392626228622044
5615363538,9423662045,0,587898304,footway,,,,False,False,9.45707614942448,,,,,,,,0.38672806671478127
5615363539,62514394,0,52305487,tertiary,3,,East Ann Street,False,False,11.661928717224809,,,,,,,,0.392626228622044
5615363540,9423662044,0,587898293,footway,,,,False,False,29.753130299163757,,,,,,,,0.4057741440121174
5615363540,5615363538,0,587898293,footway,,,,False,True,3.925886884034862,,,,,,,,0.40670726909169175
5615363544,5615363542,0,587892229,footway,,,,False,False,0.8284886338218622,,,,,,,,0.4057741440121174
5615363544,4939335160,0,587892229,footway,,,,False,True,78.74520280460082,,,,,,,,0.40374548647438163
5615363546,62514394,0,8733366,tertiary,3,,Zina Pitcher Place,False,False,11.012078221662295,,,,,,,,0.40670726909169175
5615363546,5615363540,0,"[587898306, 587898309]",footway,,,,False,"[False, True]",12.07052340240736,,,,,,,,0.4072079545590743
5615363546,5615363542,0,"[587898307, 587898309]",footway,,,,False,True,7.817344562898327,,,,,,,,0.404992371534969
5615363548,5615363570,0,132301473,tertiary,2,,Zina Pitcher Place,False,False,74.6256696640316,,,,,,,,0.40071404479748657
5615363548,4939334696,0,"[587898302, 587898311]",footway,,,,False,"[False, True]",6.1732052546674865,,,,,,,,0.404992371534969
5615363564,4941260340,0,1161772105,footway,,,,False,False,44.83215326010493,,,,,,,,0.38775168047968755
5615363565,5698989523,0,"[587898313, 587898314]",footway,,,,False,"[False, True]",7.184179899160107,,,,,,,,0.3940827242634475
5615379026,11209504227,0,479828948,footway,,,,False,False,37.54851674662518,,,,,,,,0.42263717866085593
5615379034,5615379033,0,1209957169,service,,,,False,False,17.092711879839396,parking_aisle,,,,,,,0.388179939376091
5615379034,5615379032,0,1209957170,service,,,,False,True,17.505516667062608,parking_aisle,,,,,,,0.3997984673983105
5616354207,5616354197,0,587974860,footway,,,,False,True,11.342656815633365,,,,,,,,0.3846192091336424
5616354218,5616354220,0,587974864,service,,,,False,True,8.985018699726607,driveway,,,,,,,0.396490662607505
5616354218,5616354217,0,587974862,footway,,,,False,False,7.053629881279371,,,,,,,,0.388179939376091
5616354223,5616354230,0,569047764,footway,,,,False,True,18.104970738819116,,,,1.6,,,,0.40646160087535116
5616354230,5616354223,0,569047764,footway,,,,False,False,18.104970738819116,,,,1.6,,,,0.4069239356892622
5616354230,5616354197,0,569047764,footway,,,,False,True,8.904386495896512,,,,1.6,,,,0.4066915018514282
5616354232,5616354230,0,587974867,service,,,,False,True,36.242002131161065,driveway,,,,,,,0.40173200768765344
5616354233,5616354238,0,587974868,footway,,,,False,False,6.516661360941828,,,,,,,,0.4524429527396014
5616354251,5616354250,0,587974872,footway,,,,False,True,14.338079857926814,,,,,,,,0.39158027061167516
5616354252,5616354250,0,569047790,footway,,,,False,False,18.594048537953327,,,,,,,,0.41003748996765915
5616354258,5616354252,0,"[588825592, 588825593, 587974873]","['footway', 'steps']",,,,False,True,14.775357916335672,,,,,,,,0.4069239356892622
5616354260,5616354271,0,587974874,footway,,,,False,False,15.613773699186575,,,,,,,,0.4066583617224102
5616354280,5616354281,0,587974875,service,,,,False,False,8.393150661964167,driveway,,,,,,,0.4127038252935352
5616354281,5623365916,0,569047790,footway,,,,False,False,8.473848475495195,,,,,,,,0.4137840543198229
5616354281,5616354283,0,587974875,service,,,,False,False,33.805233186336636,driveway,,,,,,,0.39798202965620333
5616354284,5623365889,0,569047790,footway,,,,False,False,8.164108007210578,,,,,,,,0.4363601891487874
5616354287,5623365880,0,569047790,footway,,,,False,False,18.971708647869608,,,,,,,,0.3990740282988888
5616354287,5623365889,0,569047790,footway,,,,False,True,10.029880935834179,,,,,,,,0.39158027061167516
5616354288,5623365880,0,569047790,footway,,,,False,True,8.963547530018406,,,,,,,,0.41003748996765915
5616354288,5616354289,0,"[588825585, 587974878, 588825582]","['footway', 'steps']",,,,False,False,13.050687919818525,,,,,,,,0.3852044781272145
5616354293,5616354294,0,"[587974880, 588825604]","['footway', 'steps']",,,,False,False,13.965081390321183,,,,,,,,0.4009569932542104
5616354301,5616354335,0,8726025,residential,2,,Lincoln Avenue,False,True,3.602871055142345,,,,,,,,0.40173200768765344
5616354301,5487611275,0,8726025,residential,2,,Lincoln Avenue,False,False,26.33403790100214,,,,,,,,0.4009569932542104
5616354302,5616354301,0,587974882,service,,,,False,True,8.056567561648425,driveway,,,,,,,0.4524429527396014
5616354352,5616354408,0,569047790,footway,,,,False,False,23.241875858265757,,,,,,,,0.40702027900694937
5616354352,5623372143,0,569047790,footway,,,,False,True,7.518089111150414,,,,,,,,0.3969611334157287
5616354354,5616354355,0,587974894,footway,,,,False,False,12.68915558342588,,,,,,,,0.4068036876087792
5616354355,5616354354,0,587974894,footway,,,,False,True,12.68915558342588,,,,,,,,0.40654896436705795
5616354357,5616354358,0,587974895,footway,,,,False,False,3.4484126614530703,,,,,,,,0.4064663538881766
5616354357,5616354356,0,587974895,footway,,,,False,True,7.760879579582835,,,,,,,,0.4068048136506325
5616354358,5616354357,0,587974895,footway,,,,False,True,3.4484126614530703,,,,,,,,0.4066915018514282
5616354363,5616354364,0,587974896,footway,,,,False,False,9.310286744505477,,,,,,,,0.4069535977192485
5616354364,5616354363,0,587974896,footway,,,,False,True,9.310286744505477,,,,,,,,0.40646160087535116
5616354368,5616354366,0,569472851,footway,,,,False,False,4.294148974458356,,,,,,,,0.4064663538881766
5616354368,5616354378,0,569472851,footway,,,,False,True,9.05141446504556,,,,,,,,0.4067416412832937
5616354369,5616354371,0,587974898,service,,,,False,False,9.208807539640002,driveway,,,,,,,0.4067416412832937
5616354375,5616354369,0,587974898,service,,,,False,False,11.242178376548068,driveway,,,,,,,0.4069819565528631
5616354375,5616354374,0,587974900,footway,,,,False,True,2.580565696751968,,,,,,,,0.4067110179354528
5616354378,5616354247,0,569472851,footway,,,,False,True,34.262304130584766,,,,,,,,0.4066543617443964
5616354378,5616354377,0,587974901,footway,,,,False,True,7.908963803773607,,,,,,,,0.4238840003867346
5616354388,5616354363,0,569472851,footway,,,,False,True,33.093916737566495,,,,,,,,0.40669300846502826
5616354388,5616354387,0,587974904,service,,,,False,True,36.720457822275804,driveway,,,,,,,0.40654896436705795
5616354392,5616354395,0,569472851,footway,,,,False,False,4.060255107707328,,,,,,,,0.3849084857921921
5616354392,5616354388,0,569472851,footway,,,,False,True,8.373673083362755,,,,,,,,0.38681993202625503
5616354398,5616354403,0,569472851,footway,,,,False,False,6.3497724524539505,,,,,,,,0.42269812760269404
5616354401,5616354405,0,587974909,service,,,,False,False,33.30861804209724,driveway,,,,,,,0.42269812760269404
5616354402,5616354403,0,587974909,service,,,,False,False,8.699297121335741,driveway,,,,,,,0.4114011066339266
5616354405,5616354401,0,587974909,service,,,,False,True,33.30861804209724,driveway,,,,,,,0.39172768627481186
5616354407,5616354408,0,587974910,footway,,,,False,False,15.264189804029476,,,,,,,,0.4132318913411335
5616354412,5616354411,0,587974912,footway,,,,False,True,14.720909124491433,,,,,,,,0.4548134745605887
5616354426,5630876163,0,569472859,footway,,,,False,True,38.40817223108574,,,,,,,,0.3896917132603333
5616354465,5703169886,0,479194452,footway,,,,False,True,33.71417698191523,,,,,,,,0.4066583617224102
5616354465,5616354468,0,587974917,footway,,,,False,False,17.707737053356652,,,,,,,,0.4068048136506325
5616354469,4723404977,0,8726025,residential,2,,Lincoln Avenue,False,True,38.545288734789885,,,,,,,,0.4068036876087792
5616354469,5616354470,0,587974918,service,,,,False,False,8.656112119520168,driveway,,,,,,,0.4066613257502069
5616354470,5616354469,0,587974918,service,,,,False,True,8.656112119520168,driveway,,,,,,,0.40671093640440165
5616354470,5616354473,0,"[587974918, 587974919]",service,,,,False,False,22.96182885232689,"['parking_aisle', 'driveway']",,,,,,,0.39679748668098325
5616354488,3011274413,0,545850629,service,,,,False,True,84.67668702878402,driveway,,,,,,,0.4067844562040292
5616354489,5635200835,0,590197614,footway,,,,False,False,3.8629339568027334,,,,,,,,0.4066613257502069
5616354502,5635200861,0,590197632,footway,,,,False,False,4.357863054031868,,,,,,,,0.40669300846502826
5616354505,5275320810,0,503553346,footway,,,,False,False,13.440843899185015,,,,,,,,0.4066543617443964
5616354505,5275320808,0,503553346,footway,,,,False,True,2.852837246053039,,,,,,,,0.42405783582194473
5616354506,5635200825,0,590197624,footway,,,,False,False,4.851797607601238,,,,,,,,0.40671093640440165
5616354512,5616354510,0,587974923,footway,,,,False,False,10.36073227448897,,,,,,,,0.42405783582194473
5616354522,5635200836,0,587974926,footway,,,,False,False,29.454828121610444,,,,,,,,0.3902041482933967
5616354522,5616354512,0,587974925,footway,,,,False,True,30.9123988907383,,,,,,,,0.4108217643859004
5616354523,5616354522,0,587974925,footway,,,,False,True,1.6459149997148468,,,,,,,,0.3896917132603333
5616354524,5616354506,0,587974926,footway,,,,False,False,8.074308414183855,,,,,,,,0.4238840003867346
5616354559,5616354736,0,"[591087776, 213213001]",footway,,,,False,False,20.466637984578625,,,,,,,,0.3849084857921921
5616354560,5616354571,0,587974930,footway,,,,False,True,1.5970248113134764,,,,,,,,0.38436930743343345
5616354561,5616354560,0,587974931,service,,,,False,False,6.634406558892909,driveway,,,,,,,0.3969611334157287
5616354562,5616354560,0,587974931,service,,,,False,True,3.38764253196239,driveway,,,,,,,0.38681993202625503
5616354571,5616354572,0,587974934,footway,,,,False,False,3.3223833225780557,,,,,,,,0.40702027900694937
5616354572,5616354571,0,587974934,footway,,,,False,True,3.3223833225780557,,,,,,,,0.3950792935530237
5616354577,5616354582,0,"[587974944, 587974943]","['footway', 'steps']",,,,False,False,11.747927610762785,,,,,,,,0.4069535977192485
5616354598,5616354595,0,587974947,footway,,,,False,True,7.569993545372769,,,,,,,,0.39612280319191506
5616354598,5616354595,1,587974948,footway,,,,False,True,7.697428617528959,,,,,,,,0.39679748668098325
5616354599,5616354610,0,587974949,footway,,,,False,False,8.663246775264975,,,,,,,,0.39612280319191506
5616354736,5616354559,0,"[591087776, 213213001]",footway,,,,False,True,20.466637984578625,,,,,,,,0.40750944494408964
5616354763,5616354759,0,587974955,footway,,,,False,True,10.07382645901193,,,,,,,,0.40750944494408964
5616354775,5616354746,0,"[591087773, 591087774]",footway,,,,False,False,5.518978993579357,,,,,,,,0.3877874993871375
5616354776,5616354777,0,587974957,service,,,,False,False,5.212768984293433,driveway,,,,,,,0.4066803147066978
5616354795,4943238316,0,504124237,footway,,,,False,False,6.28686814695736,,,,,,,,0.4314680275147765
5616354795,5616354776,0,587974959,residential,,,Linden Street,False,True,157.10529616271438,,,,,,,,0.4111904467307133
5616354796,5616354795,0,587974959,residential,,,Linden Street,False,True,9.486228768390761,,,,,,,,0.4172567421490543
5616388679,9248823266,0,587979555,footway,,,,False,True,8.952915987790274,,,,,,,,0.4226268306342435
5616388683,5616388688,0,587979557,footway,,,,False,False,20.3144770949559,,,,,,,,0.4226268306342435
5617652582,4931641852,0,505417685,footway,,,,False,True,124.0194488325312,,,,,,,,0.40639268713959364
5617652585,7359791226,0,"[1000612867, 588147759]",footway,,,,False,"[False, True]",17.61640127954103,,,,,,,,0.40321250911016615
5617652601,7359791227,0,505417685,footway,,,,False,False,100.54565531554024,,,,,,,,0.38556558158302706
5617652601,9236213621,0,"[588147760, 1000612866]",footway,,,,False,False,95.46881035737387,,,,,,,,0.3916796907319336
5617652607,4433134928,0,588147762,footway,,,,False,True,6.396376444644768,,,,,,,,0.38556558158302706
5617652618,11059390268,0,8723687,residential,2,,Mark Hannah Place,False,False,5.63980340755236,,,,,,,,0.4288552962441441
5617652618,9236207704,0,8723687,residential,2,,Mark Hannah Place,False,True,75.3836254950386,,,,,,,,0.3916796907319336
5617652661,5617652873,0,"[510571525, 588147806, 588147807]",footway,,,,False,"[False, True]",17.485858047038366,,,,,,,,0.4301325745281723
5617652667,5617652668,0,588147771,footway,,,,False,False,57.008852247802466,,,,,,,,0.40657715185915366
5617652667,5617652664,0,588147771,footway,,,,False,True,56.698961314741375,,,,,,,,0.4301325745281723
5617652668,5617652671,0,"[510571528, 588147801, 588147802]",footway,,,,False,"[False, True]",17.667148093390384,,,,,,,,0.42997465030086846
5617652675,9236213635,0,510571498,footway,,,,False,True,84.6432608053281,,,,,,,,0.3877592327156674
5617652785,62499611,0,8734623,residential,2,,Canal Street,False,True,12.244376481683362,,,,,,,,0.39231213811872245
5617652798,8358824162,0,"[899638040, 899638041, 899638039]",footway,,,,False,True,21.754435097272847,,,,,,,,0.42997465030086846
5617652827,4195504779,0,419499963,service,,,,False,True,4.524921016460055,driveway,,,,,,,0.41633665724886454
5617652829,8358877433,0,419499958,service,,,,False,False,29.460768699308215,driveway,,,,,,,0.4203443054299887
5617652857,5617652855,0,"[588147793, 588147794]",footway,,,,False,True,8.980239548810346,,,,,,,,0.40902228269094093
5617652862,9506672329,0,1031508445,footway,,,,False,False,5.291559233278657,,,,,,,,0.40175182183788666
5617652863,62486503,0,8722317,residential,2,25 mph,Wright Street,False,True,6.674749608697342,,,,,,,,0.4410486479479231
5617652863,5617652860,0,"[588147796, 588147797]",footway,,,,False,False,9.02058242105042,,,,,,,,0.40175182183788666
5617652864,62486503,0,8734271,residential,2,,Long Shore Drive,False,False,8.935267958205634,,,,,,,,0.40902228269094093
5623365888,5487611275,0,8726025,residential,2,,Lincoln Avenue,False,True,43.461209208460765,,,,,,,,0.3882525027115007
5623365889,5616354287,0,569047790,footway,,,,False,False,10.029880935834179,,,,,,,,0.4507209572438749
5623365889,5623372124,0,588825586,service,,,,False,False,12.277029334890974,driveway,,,,,,,0.38555830247717127
5623365890,5623365891,0,588825586,service,,,,False,False,5.243620822622917,driveway,,,,,,,0.4507209572438749
5623365890,5623372124,0,588825586,service,,,,False,True,14.063398988538788,driveway,,,,,,,0.3882525027115007
5623365890,5623365892,0,588825587,service,,,,False,False,5.46574199828087,driveway,,,,,,,0.44773329008951845
5623365899,5616354284,0,569047790,footway,,,,False,False,14.623600488963476,,,,,,,,0.44773329008951845
5623365899,5616354248,0,569047790,footway,,,,False,True,7.217353706917452,,,,,,,,0.38829236786184984
5623365912,5623365898,0,8726025,residential,2,,Lincoln Avenue,False,True,14.646472976439018,,,,,,,,0.3949369326429205
5623365912,5623365913,0,588825594,service,,,,False,False,8.351990172828971,driveway,,,,,,,0.38555830247717127
5623365916,5616354281,0,569047790,footway,,,,False,True,8.473848475495195,,,,,,,,0.39024078271267293
5623372134,5623372140,0,"[588825605, 588825606]","['footway', 'steps']",,,,False,False,16.119427140522866,,,,,,,,0.387888467808068
5623372140,5623372154,0,569047790,footway,,,,False,False,2.4574664532311123,,,,,,,,0.43696982314274396
5623372140,5616354293,0,569047790,footway,,,,False,True,20.528408405081215,,,,,,,,0.43695126585238114
5623372140,5623372134,0,"[588825605, 588825606]","['footway', 'steps']",,,,False,True,16.119427140522863,,,,,,,,0.39024078271267293
5623372143,5623372148,0,588825607,service,,,,False,False,37.797412850596494,driveway,,,,,,,0.387888467808068
5623372164,5483787679,0,569472864,footway,,,,False,True,29.630764335098362,,,,,,,,0.4015279842562603
5623372164,5623372163,0,588825611,footway,,,,False,True,19.11802085506518,,,,,,,,0.43696982314274396
5623372164,7207622614,0,569472864,footway,,,,False,False,48.49928708616497,,,,,,,,0.4035677610778355
5623372170,5623372171,0,588825613,service,,,,False,False,8.689228985982574,driveway,,,,,,,0.39033000520509864
5623372170,5623372173,0,588825613,service,,,,False,True,20.360671410406123,driveway,,,,,,,0.43695126585238114
5623372177,5623372171,0,8726025,residential,2,,Lincoln Avenue,False,True,6.738668233028547,,,,,,,,0.400707200429976
5624555579,5624555580,0,588990382,service,,,,False,False,6.425861869758122,driveway,,,,destination,,,0.4212347009398066
5624596699,62554095,0,8728103,residential,2,,Miner Street,False,True,172.5478352048723,,,,,,,,0.40644971951315456
5624623849,62597757,0,8732393,residential,2,,Pine Valley Court,False,True,75.72409853395823,,,,,,,,0.38866926194463464
5627761765,5627761766,0,589346657,footway,,,,False,False,11.100267933684204,,,,,,,,0.3904557755455662
5627761813,5627761814,0,589707639,footway,,,,False,True,5.89348301745259,,,,,,,,0.4225605275425045
5627761818,5627761817,0,590013064,steps,,,,False,False,0.3867001662243373,,,,,,,yes,0.396506752354514
5627761868,5627761867,0,589346689,service,,,,False,False,8.952076809094383,driveway,,,,,,,0.3947280084529438
5627762025,5627762028,0,589346701,footway,,,,False,True,0.7785395122926924,,,,,,,,0.3978286364023171
5627762026,5627762033,0,507066404,footway,,,,False,False,23.114170888423946,,,,,,,,0.3947280084529438
5627762055,5585396600,0,589346710,footway,,,,False,True,16.118927589431173,,,,,,,,0.47362740554428456
5627762058,5627762057,0,589346711,footway,,,,False,False,5.194908232872238,,,,,,,yes,0.39083606838782897
5627762059,5627762058,0,589346712,footway,,,,False,True,0.6912188031586622,,,,,,,yes,0.4030889428788356
5627762060,5627762055,0,589346711,footway,,,,False,True,5.494614369530015,,,,,,,yes,0.39147468917763334
5627762061,5627762060,0,589346713,footway,,,,False,True,0.6747660204969679,,,,,,,yes,0.4030889428788356
5630876198,5630876197,0,589668963,service,,,,False,True,8.672524885217605,driveway,,,,,,,0.48966865167801243
5630876198,5630876200,0,589668963,service,,,,False,False,61.431678520672726,driveway,,,,,,,0.48966865167801243
5630876211,5630876212,0,589668967,footway,,,,False,False,9.445760998447344,,,,,,,,0.4151065510789629
5630876217,5630876212,0,589668967,footway,,,,False,True,3.0475308827191063,,,,,,,,0.42746583011391176
5630876222,5630876212,0,589668969,footway,,,,False,True,3.2167773747738035,,,,,,,,0.4151065510789629
5634014382,5634014351,0,583389297,footway,,,,False,True,7.010748696608095,,,,,,,,0.40703008795827716
5634014382,5634014389,0,590004025,footway,,,,False,False,2.105815134388575,,,,,,,,0.40669856561006024
5634014391,5634014389,0,590004028,footway,,,,False,True,3.8954262748577753,,,,,,,,0.3916386569748109
5634014730,5634014729,0,590004037,steps,,,,False,True,1.0374675405121827,,,,,,,,0.3891676765823031
5634014734,5634014735,0,590004038,footway,,,,False,False,146.35218526994737,,,,,,,,0.4069552959589135
5634014734,5634014732,0,590004038,footway,,,,False,True,0.9453014705331964,,,,,,,,0.40660658290344365
5634014737,5634014739,0,583389312,footway,,,,False,True,3.443000112643505,,,,,,,,0.4068886426348929
5634014738,5634014737,0,590004041,footway,,,,False,True,2.946274530476548,,,,,,,,0.40669856561006024
5634014739,5634014740,0,"[590004042, 1006052508]",footway,,,,False,False,8.120652305673822,,,,,,,,0.4066456198332084
5634075886,5585397729,0,590012063,footway,,,,False,False,4.882025741952878,,,,,,,,0.4068886426348929
5634075886,5585397736,0,590012063,footway,,,,False,True,2.5354614947945056,,,,,,,,0.4066911715810477
5634085259,5406227677,0,"[590013066, 590013067, 590013068]","['footway', 'steps']",,,,False,True,2.937426254586042,,,,,,,,0.40703008795827716
5634085262,5634085259,0,589346652,footway,,,,False,False,16.679849033354902,,,,,,,,0.4066911715810477
5634110105,6787305726,0,569472830,footway,,,,False,False,50.39518199625455,,,,,,,,0.4069552959589135
5634110105,4728720930,0,"[479828853, 569472830, 569472831]",footway,,,,False,"[False, True]",16.75159355194734,,,,,,,,0.40657759557451617
5634110110,6311051522,0,569472824,footway,,,,False,True,41.733156515781744,,,,,,,,0.4069622590863327
5634110110,4728719421,0,"[479828810, 479828812]",footway,,,,False,"[False, True]",9.40474658302876,,,,,,,,0.40657759557451617
5634170150,5634170149,0,590024083,service,,,,False,True,33.48235634980411,parking_aisle,,,,,,,0.39235029149233025
5634170175,7190824141,0,926277581,service,,,,False,False,8.855002409025797,driveway,,,,,,,0.388787448333337
5635200293,5635200291,0,587974927,footway,,,,False,True,2.775827305831009,,,,,,,,0.3916386569748109
5635200296,5635200294,0,590197613,footway,,,,False,False,0.9861403786393216,,,,,,,,0.38566651521665885
5635200296,5635200293,0,590197613,footway,,,,False,True,4.301420971000328,,,,,,,,0.4359839032974693
5635200296,5635200295,0,590197614,footway,,,,False,True,2.753256651084678,,,,,,,,0.4336248134341146
5635200297,5635200304,0,590197611,footway,,,,False,True,2.5011618064805146,,,,,,,,0.395987335103801
5635200297,5635200298,0,590197615,footway,,,,False,False,9.312767335608248,,,,,,,,0.3891676765823031
5635200297,5635200246,0,590197611,footway,,,,False,False,97.77446969338376,,,,,,,,0.38566651521665885
5635200318,5275320798,0,545850629,service,,,,False,False,111.50630293619196,driveway,,,,,,,0.3965458592957928
5635200825,5616354506,0,590197624,footway,,,,False,True,4.851797607601238,,,,,,,,0.40660658290344365
5635200831,5642647775,0,590197625,service,,,,False,True,9.10675457282559,driveway,,,,,,,0.4069622590863327
5635200834,5635200291,0,587974927,footway,,,,False,False,7.775590615758017,,,,,,,,0.4336248134341146
5635200834,5635200833,0,590197626,footway,,,,False,True,6.878506197952457,,,,,,,,0.388787448333337
5635200835,5635200295,0,590197614,footway,,,,False,False,7.705392776524276,,,,,,,,0.3950792935530237
5635200835,5635200834,0,590197626,footway,,,,False,True,4.4475910117923325,,,,,,,,0.38436930743343345
5635200836,5616354524,0,587974926,footway,,,,False,False,9.956109149172521,,,,,,,,0.39235029149233025
5635302622,9196828811,0,257039946,footway,,,,False,True,33.893784366414266,,,,,,,,0.40135288803391234
5635302623,5644413320,0,257039946,footway,,,,False,False,20.480574291119506,,,,,,,,0.39657549507766526
5635302623,5644413336,0,257039946,footway,,,,False,True,2.2218080136300653,,,,,,,,0.4116334829909884
5636276704,5636276708,0,590298968,footway,,,,False,False,82.79670628144002,,,,,,,,0.3895622786584469
5636276704,5636276712,0,"[590298972, 590298966, 590298967]",footway,,,,False,False,17.61879450120959,,,,,,,,0.3893487474852199
5636276704,5698945172,0,"[590298968, 590298984]",footway,,,,False,"[False, True]",7.97410481244353,,,,,,,,0.385335512643276
5636276708,5636276704,0,590298968,footway,,,,False,True,82.79670628144002,,,,,,,,0.38422820758989024
5636276709,4715983963,0,712497167,footway,,,,False,True,167.32021550871335,,,,,,,,0.385335512643276
5636276712,5636276704,0,"[590298972, 590298966, 590298967]",footway,,,,False,True,17.61879450120959,,,,,,,,0.40010361843633463
5636276717,5636278521,0,"[583389312, 590298978, 590298979]",footway,,,,False,"[False, True]",17.603239454045855,,,,,,,,0.4438111539625393
5636276717,5644444873,0,591255633,footway,,,,False,False,152.60628820760877,,,,,,,,0.44531510185504836
5636481812,5636481815,0,590322862,footway,,,,False,True,8.19765824698478,,,,,,,,0.3961699668189593
5636481815,5636481817,0,590322864,footway,,,,False,False,7.882424351165121,,,,,,,,0.3923838026045572
5636481816,5636481815,0,590322862,footway,,,,False,False,5.412172455577973,,,,,,,,0.3895622786584469
5636481818,5636481817,0,590322865,footway,,,,False,True,8.630241901536941,,,,,,,,0.4230188530300484
5636482242,5636481802,0,590322861,footway,,,,False,False,10.421887471635404,,,,,,,,0.38472519793168825
5636482243,5636482230,0,590322871,footway,,,,False,True,1.7136686477542267,,,,,,,,0.4230188530300484
5636482263,2229356997,0,1076467221,service,,,,False,True,8.386405843336224,,,,,no,,,0.384545266318251
5636482263,6932878117,0,"[213199083, 1076635948, 1076467221]",service,,,,False,False,83.96131148856848,,,,,no,,,0.4029611888387691
5636482265,4998872060,0,"[510901284, 510901285, 590322878]",footway,,,,False,True,18.935979694429648,,,,,,,,0.4109993117873228
5636482266,13230610166,0,590322878,footway,,,,False,True,32.908057241271756,,,,,,,,0.4029611888387691
5636482272,5636482273,0,1293810602,service,,,,False,True,6.162142069086684,driveway,,,,,,,0.38472519793168825
5636482272,6932878118,0,1293810603,service,,,,False,True,3.7574426714079388,driveway,,,,,,,0.43132326111849884
5636482273,5636482272,0,1293810602,service,,,,False,False,6.162142069086684,driveway,,,,,,,0.3901806475106547
5639807200,5639807201,0,"[590799374, 590799375]",footway,,,,False,False,17.66944343293563,,,,,,,,0.4311530659335373
5639807201,5640981117,0,590912473,footway,,,,False,False,135.01049565449313,,,,,,,,0.4189662915469118
5639807201,5639807200,0,"[590799374, 590799375]",footway,,,,False,True,17.669443432935626,,,,,,,,0.4311530659335373
5639807203,5640828069,0,590799396,footway,,,,False,False,176.75497154369364,,,,,,,,0.40428906190862135
5639807203,5639808253,0,590799456,footway,,,,False,True,144.12739728521697,,,,,,,,0.391285168332499
5639807205,5639807218,0,590799402,footway,,,,False,False,82.209504146637,,,,,,,,0.40428906190862135
5639807205,5639808228,0,590799445,footway,,,,False,True,75.42529082607759,,,,,,,,0.391285168332499
5639808222,5639807202,1,"[590894741, 590799414, 590799391]",footway,,,,False,False,344.45383855947864,,,,,,,,0.4109993117873228
5639808227,4715983901,0,478372489,footway,,,,False,False,81.1202922918673,,,,,,,,0.41659533816357697
5639808240,4398569196,0,8722423,residential,2,,Montclair Place,False,False,82.35142779108901,,,,,,,,0.38566590824885083
5639808240,5639808242,0,8722423,residential,2,,Montclair Place,False,True,17.616180964461215,,,,,,,,0.4332295461905328
5639808242,5639808240,0,8722423,residential,2,,Montclair Place,False,False,17.616180964461215,,,,,,,,0.41659533816357697
5640828069,5639807203,0,590799396,footway,,,,False,True,176.75497154369364,,,,,,,,0.42883113861139377
5640828069,5474432069,0,"[569153488, 569153489, 590799461]",footway,,,,False,True,13.486124918982503,,,,,,,,0.38566590824885083
5640940718,3216886624,0,315562311,service,,,,False,True,32.993291690608686,driveway,,,,,,,0.4128750679758755
5640940939,3216886608,0,315562314,service,,,,False,True,20.598585651245507,,,,,,,,0.42914010555904747
5640941031,3216886396,0,315562285,service,,,,False,True,45.72866674866413,,,,,,,,0.3850633053022531
5640941050,3800099831,0,376608972,footway,,,,False,False,48.04621542651314,,,,,,,,0.3856228650720165
5640981106,62563073,0,8728904,residential,2,,Sycamore Place,False,False,9.43727315861244,,,,,,,,0.4288311386113939
5640981106,5640981108,0,590912462,footway,,,,False,True,3.7270799063838442,,,,,,,,0.4332295461905328
5640981108,5640981106,0,590912462,footway,,,,False,False,3.7270799063838442,,,,,,,,0.3850633053022531
5640981421,5474432069,0,590912474,footway,,,,False,True,209.75076032372286,,,,,,,,0.4128750679758755
5640981423,5640981430,0,"[478372530, 569153485, 479891142]",footway,,,,False,"[False, True]",17.79981956990966,,,,,,,,0.42914010555904747
5640981423,4936949828,0,479891142,footway,,,,False,True,202.37226525711174,,,,,,,,0.3865890413149483
5640981430,4715984010,0,590912480,footway,,,,False,False,163.32180293655023,,,,,,,,0.4436983921136624
5640981436,5474432069,0,569153488,footway,,,,False,False,49.77075865844945,,,,,,,,0.40711151518810085
5642419973,5693970981,0,591067442,footway,,,,False,False,0.8428650317974679,,,,,,,,0.4120180838961356
5642419973,5642419972,0,591067442,footway,,,,False,True,2.927312853416531,,,,,,,,0.46291435239728734
5642419980,5642419971,0,591067446,residential,1,,Henry Street,False,True,16.32392935968698,,,,,,,,0.39254431149471086
5642500812,5642501538,0,591075906,footway,,,,False,True,5.1967157534007455,,,,,,,,0.46291435239728734
5642501538,5642501539,0,591075902,footway,,,,False,True,9.101127627673614,,,,,,,,0.4436983921136624
